Removed Pin From Net: NetName=PACK+ Pin=C25-2
Removed Pin From Net: NetName=PACK+ Pin=C112-2
Removed Pin From Net: NetName=PACK+ Pin=C113-2
Removed Pin From Net: NetName=PACK+ Pin=C114-2
Removed Pin From Net: NetName=PACK+ Pin=C118-2
Removed Pin From Net: NetName=PACK+ Pin=C119-2
Removed Pin From Net: NetName=PACK+ Pin=JP2-1
Removed Pin From Net: NetName=+12V Pin=R6-2
Removed Pin From Net: NetName=+12V Pin=R7-2
Removed Pin From Net: NetName=+12V Pin=R79-1
Removed Pin From Net: NetName=+12V Pin=R80-1
Removed Pin From Net: NetName=+12V Pin=R84-1
Removed Pin From Net: NetName=+12V Pin=R85-1
Removed Pin From Net: NetName=+12V Pin=R93-1
Removed Pin From Net: NetName=+12V Pin=R94-1
Removed Pin From Net: NetName=PACK+ Pin=R111-1
Removed Pin From Net: NetName=PACK+ Pin=R129-1
Removed Pin From Net: NetName=PACK+ Pin=R143-2
Removed Pin From Net: NetName=TX2_N Pin=U6-2
Removed Pin From Net: NetName=TX2_N Pin=U6-9
Removed Pin From Net: NetName=RRX1_P Pin=U11-4
Removed Pin From Net: NetName=RRX1_N Pin=U11-5
Removed Pin From Net: NetName=RRX1_N Pin=U11-6
Removed Pin From Net: NetName=RRX1_P Pin=U11-7
Removed Pin From Net: NetName=PACK+ Pin=U27-22
Removed Pin From Net: NetName=PACK+ Pin=U27-23
Removed Member From Class: ClassName=BATTERY_GESTION Member=C25
Removed Member From Class: ClassName=BATTERY_GESTION Member=C118
Removed Member From Class: ClassName=BATTERY_GESTION Member=C119
Change Component Comment : Designator=R168 Old Comment=12K New Comment=1.24K
Change component parameters: Designator = "R168" ("R168"); Footprint = "RESC1608X55N"; UniqueID = "\WTHPCYMF" ("\WTHPCYMF")
Change component parameters (AddParameter): Name = "Arrow Part Number"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Arrow Price/Stock"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Case Code (Imperial)"; Value = "0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Case Code (Metric)"; Value = "1608"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Case/Package"; Value = "0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Category"; Value = "Chip SMD Resistors"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "https://datasheet.ciiva.com/6201/426256-6201385.pdf?src-supplier=Farnell"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "https://datasheet.ciiva.com/6201/426256-6201385.pdf?src-supplier=Farnell"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2Description"; Value = "https://datasheet.ciiva.com/43460/426256-43460475.pdf?src-supplier=Farnell"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2URL"; Value = "https://datasheet.ciiva.com/43460/426256-43460475.pdf?src-supplier=Farnell"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3Description"; Value = "https://datasheet.ciiva.com/9198/aoa0000ce2-9198405.pdf?src-supplier=Avnet"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3URL"; Value = "https://datasheet.ciiva.com/9198/aoa0000ce2-9198405.pdf?src-supplier=Avnet"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink4Description"; Value = "https://datasheet.ciiva.com/46377/426256-46377543.pdf?src-supplier=Element14"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink4URL"; Value = "https://datasheet.ciiva.com/46377/426256-46377543.pdf?src-supplier=Element14"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink5Description"; Value = "https://datasheet.ciiva.com/46389/426256-46389400.pdf?src-supplier=Element14"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink5URL"; Value = "https://datasheet.ciiva.com/46389/426256-46389400.pdf?src-supplier=Element14"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink6Description"; Value = "https://datasheet.ciiva.com/27055/1987599-27055669.pdf?src-supplier=Jameco"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink6URL"; Value = "https://datasheet.ciiva.com/27055/1987599-27055669.pdf?src-supplier=Jameco"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink7Description"; Value = "https://datasheet.ciiva.com/30129/aoa0000ce2-30129916.pdf?src-supplier=Onlinecomponents.com"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink7URL"; Value = "https://datasheet.ciiva.com/30129/aoa0000ce2-30129916.pdf?src-supplier=Onlinecomponents.com"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink8Description"; Value = "https://datasheet.ciiva.com/28536/1678782-28536153.pdf?src-supplier=Element14"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink8URL"; Value = "https://datasheet.ciiva.com/28536/1678782-28536153.pdf?src-supplier=Element14"; VariantName = "[No Variations]"
